drug_id,drug_name,therapeutic_area,molecule_type,launch_year,region,month_year,units_sold,drug_price,competitor_1_price,competitor_2_price,competitor_3_price,insurance_coverage,hospital_tier,doctor_visits,marketing_spend,rep_visits,regulatory_flags,adverse_events,patient_income_level,total_revenue,market_share
D0044,Dermasol,Pulmonology,Biosimilar,2005,Europe,12-2022,201,146.27,485.24,172.78,439.04,66,Tier 2,56,175544.65,21,0,4,High,29400.27,23.54
D0173,Pulmofix,Neurology,Small Molecule,2011,LATAM,12-2022,208,296.52,46.92,196.65,181.72,71,Tier 3,43,20064.64,31,0,4,Mid,61676.159999999996,17.42
D0160,Neuroxin,Neurology,Biosimilar,2010,APAC,12-2022,205,354.29,303.89,200.28,317.45,51,Tier 3,51,158617.07,20,0,3,Mid,72629.45,24.35
D0173,Immunexa,Pulmonology,Small Molecule,2014,Europe,12-2022,212,99.02,431.99,490.09,157.25,44,Tier 1,46,127005.59,25,2,3,Mid,20992.239999999998,17.89
D0061,ArthroAid,Diabetes,Small Molecule,2014,APAC,12-2022,190,91.36,250.76,165.87,460.27,46,Tier 3,34,69887.88,26,0,7,High,17358.4,39.34
D0047,Immunexa,Immunology,Biosimilar,2015,APAC,12-2022,195,239.03,21.42,147.31,394.88,61,Tier 1,54,146977.18,36,0,7,Mid,46610.85,29.82
D0149,Dermasol,Cardiology,Biologic,2009,North America,12-2022,174,205.19,136.54,82.1,136.79,66,Tier 1,54,158649.5,26,0,7,High,35703.06,21.94
D0080,Immunexa,Rheumatology,Biosimilar,2011,North America,12-2022,226,362.82,175.41,265.28,475.42,54,Tier 3,59,187440.8,29,0,3,Low,81997.31999999999,56.78
D0118,Dermasol,Oncology,Biosimilar,2012,North America,01-2023,195,53.36,483.68,93.76,191.44,78,Tier 3,50,79877.19,24,0,5,Mid,10405.2,52.42
D0164,ArthroAid,Neurology,Biosimilar,2003,Europe,01-2023,207,486.64,457.65,315.82,332.9,84,Tier 1,56,140343.18,30,0,7,High,100734.48,21.43
D0147,Diabetrol,Oncology,Biologic,2006,LATAM,01-2023,178,26.85,475.6,94.48,376.57,96,Tier 3,44,124497.09,36,0,7,Low,4779.3,16.02
D0020,Neuroxin,Cardiology,Small Molecule,2021,LATAM,01-2023,218,308.63,416.36,296.8,30.99,74,Tier 3,52,109789.15,25,0,4,Mid,67281.34,56.62
D0185,OncoCure,Dermatology,Biosimilar,2001,Europe,01-2023,202,290.06,188.79,416.61,480.3,65,Tier 3,46,179179.13,35,0,8,Low,58592.12,17.29
D0146,Pulmofix,Oncology,Biosimilar,2014,APAC,01-2023,195,84.66,454.82,40.41,185.33,62,Tier 2,55,10601.79,32,0,8,Mid,16508.7,19.72
D0047,OncoCure,Cardiology,Biologic,2007,Europe,01-2023,209,92.44,491.21,221.48,111.09,52,Tier 2,42,63601.21,27,0,5,High,19319.96,32.55
D0049,Diabetrol,Rheumatology,Biosimilar,2006,APAC,01-2023,206,400.49,188.03,241.3,428.34,65,Tier 1,46,112272.68,39,0,10,Mid,82500.94,52.82
D0014,Pulmofix,Pulmonology,Small Molecule,2014,Europe,01-2023,184,446.03,145.07,399.71,357.39,42,Tier 3,47,43875.72,33,0,6,Mid,82069.51999999999,23.62
D0143,Immunexa,Diabetes,Biologic,2022,Europe,01-2023,198,155.85,282.52,244.6,61.64,68,Tier 1,39,182494.64,44,0,9,High,30858.3,52.66
D0159,ArthroAid,Rheumatology,Small Molecule,2013,Europe,01-2023,203,230.22,109.83,292.42,76.18,41,Tier 3,53,133043.07,31,0,8,High,46734.659999999996,23.8
D0001,ArthroAid,Neurology,Small Molecule,2007,LATAM,01-2023,211,190.4,35.66,399.78,363.29,67,Tier 2,51,100797.77,20,0,6,High,40174.4,34.25
D0117,Cardiolax,Cardiology,Biologic,2011,North America,01-2023,204,54.82,474.0,288.68,55.9,62,Tier 3,43,164793.33,35,0,4,Mid,11183.28,63.16
D0054,Diabetrol,Oncology,Biosimilar,2012,Europe,01-2023,191,343.14,464.36,191.98,460.24,75,Tier 3,37,95668.38,38,0,2,Low,65539.73999999999,21.9
D0118,Diabetrol,Neurology,Small Molecule,2010,LATAM,01-2023,183,416.09,98.07,61.2,375.94,88,Tier 3,49,116144.07,30,0,3,High,76144.47,41.78
D0003,Neuroxin,Diabetes,Small Molecule,2016,North America,01-2023,189,166.34,215.72,370.36,181.04,45,Tier 2,39,10522.69,25,0,1,Low,31438.260000000002,46.67
D0144,OncoCure,Pulmonology,Small Molecule,2016,North America,01-2023,178,495.28,418.9,438.15,194.21,50,Tier 2,46,79483.1,30,1,8,High,88159.84,15.38
D0185,Diabetrol,Dermatology,Small Molecule,2003,Europe,01-2023,220,56.41,337.28,485.63,263.12,77,Tier 2,46,36370.19,19,0,7,High,12410.199999999999,28.61
D0012,Diabetrol,Neurology,Biologic,2020,APAC,01-2023,196,337.66,209.5,464.77,193.27,93,Tier 1,46,141040.85,33,0,5,Mid,66181.36,60.68
D0074,Immunexa,Dermatology,Biologic,2007,APAC,01-2023,195,235.15,377.2,402.76,396.06,73,Tier 3,64,101015.12,27,0,2,High,45854.25,16.51
D0016,Immunexa,Cardiology,Small Molecule,2004,APAC,01-2023,227,234.37,450.58,328.87,487.87,56,Tier 2,56,67333.94,36,0,7,Low,53201.99,24.25
D0200,Pulmofix,Diabetes,Biosimilar,2015,Europe,01-2023,197,239.67,464.56,395.1,300.57,42,Tier 1,50,98888.14,31,0,12,Mid,47214.99,31.52
D0102,Dermasol,Oncology,Small Molecule,2003,APAC,01-2023,222,144.17,201.85,227.4,234.1,83,Tier 2,53,49829.68,28,0,5,High,32005.739999999998,22.56
D0152,Dermasol,Diabetes,Biosimilar,2021,LATAM,01-2023,196,363.47,103.31,305.49,126.93,85,Tier 3,48,185766.46,24,0,3,Low,71240.12000000001,29.74
D0156,Cardiolax,Diabetes,Small Molecule,2014,LATAM,01-2023,175,366.36,458.16,187.38,333.65,73,Tier 1,56,20254.8,42,0,4,Mid,64113.0,25.25
D0117,Dermasol,Immunology,Biosimilar,2011,LATAM,01-2023,206,155.55,64.43,176.82,349.08,61,Tier 2,54,174429.24,27,0,5,Low,32043.300000000003,63.0
D0008,Neuroxin,Diabetes,Small Molecule,2004,LATAM,01-2023,191,420.95,366.41,383.21,348.89,68,Tier 2,47,107158.17,36,0,6,Mid,80401.45,34.66
D0122,Cardiolax,Diabetes,Biosimilar,2022,North America,01-2023,195,172.09,87.44,237.89,32.95,99,Tier 1,45,127599.83,26,0,3,Mid,33557.55,55.08
D0092,Pulmofix,Rheumatology,Small Molecule,2015,LATAM,01-2023,182,368.04,206.91,121.84,451.58,93,Tier 1,49,67495.07,25,1,3,Mid,66983.28,26.22
D0164,Immunexa,Neurology,Small Molecule,2013,APAC,01-2023,200,78.08,217.55,116.93,182.29,68,Tier 1,51,193672.55,28,0,1,High,15616.0,43.29
D0090,Dermasol,Oncology,Biosimilar,2009,Europe,01-2023,194,100.98,96.2,432.4,377.2,44,Tier 1,41,63551.68,26,1,5,Mid,19590.12,47.67
D0136,OncoCure,Rheumatology,Biologic,2006,APAC,02-2023,199,171.58,462.89,345.33,384.71,49,Tier 1,49,121886.82,32,0,2,High,34144.420000000006,30.52
D0186,Immunexa,Rheumatology,Biosimilar,2012,LATAM,02-2023,195,305.06,21.28,282.1,332.27,49,Tier 2,49,198749.17,30,0,4,High,59486.7,39.8
D0060,ArthroAid,Neurology,Biologic,2019,North America,02-2023,214,329.85,449.03,212.45,209.54,92,Tier 1,53,177407.94,37,0,2,High,70587.90000000001,59.78
D0178,Neuroxin,Neurology,Small Molecule,2004,LATAM,02-2023,208,210.25,444.24,226.79,312.02,48,Tier 1,67,111902.67,20,0,7,High,43732.0,22.32
D0028,Immunexa,Cardiology,Biosimilar,2002,Europe,02-2023,221,57.36,172.14,47.57,39.3,60,Tier 3,55,198171.16,35,0,3,Mid,12676.56,44.29
D0101,Neuroxin,Neurology,Biosimilar,2014,APAC,02-2023,198,199.34,358.06,238.36,385.71,52,Tier 2,43,143260.27,31,0,9,High,39469.32,18.35
D0041,Neuroxin,Immunology,Biosimilar,2003,Europe,02-2023,215,350.61,141.35,401.82,67.8,49,Tier 3,59,49653.08,40,0,6,Low,75381.15000000001,26.64
D0192,Neuroxin,Immunology,Biologic,2014,Europe,02-2023,207,342.08,384.21,206.23,210.44,77,Tier 2,53,87063.28,26,0,5,Low,70810.56,32.81
D0155,Pulmofix,Rheumatology,Biologic,2013,Europe,02-2023,195,96.89,289.34,204.12,69.74,50,Tier 2,55,73553.73,28,0,2,Mid,18893.55,29.37
D0191,Neuroxin,Dermatology,Small Molecule,2019,APAC,02-2023,195,23.74,164.11,27.54,421.8,43,Tier 2,45,75362.6,32,0,5,High,4629.299999999999,22.62
D0145,Neuroxin,Cardiology,Biologic,2018,LATAM,02-2023,216,381.43,212.11,239.76,284.15,97,Tier 1,59,154486.72,25,0,5,Low,82388.88,18.09
D0161,ArthroAid,Dermatology,Biologic,2012,Europe,02-2023,207,71.06,351.15,32.16,351.66,85,Tier 3,57,121009.96,30,0,8,Low,14709.42,31.7
D0157,OncoCure,Dermatology,Small Molecule,2009,APAC,02-2023,204,59.53,454.93,293.77,347.64,70,Tier 2,42,17237.62,30,0,2,High,12144.12,18.85
D0141,Cardiolax,Rheumatology,Biosimilar,2020,North America,02-2023,222,21.3,82.75,263.26,423.97,88,Tier 2,54,176715.21,40,0,5,High,4728.6,50.92
D0046,Diabetrol,Pulmonology,Biosimilar,2004,APAC,02-2023,221,227.65,294.25,423.2,83.63,91,Tier 2,44,66391.27,35,0,5,Mid,50310.65,32.64
D0035,ArthroAid,Rheumatology,Small Molecule,2022,North America,02-2023,210,261.57,141.79,299.25,336.67,73,Tier 3,46,199444.23,33,0,6,Low,54929.7,44.12
D0134,Cardiolax,Oncology,Biosimilar,2019,APAC,02-2023,217,326.08,404.66,175.25,296.06,81,Tier 2,42,191296.24,28,0,1,Mid,70759.36,32.39
D0082,Neuroxin,Oncology,Biologic,2019,LATAM,02-2023,196,162.11,53.71,267.79,34.83,74,Tier 3,54,188700.84,28,0,3,Low,31773.56,47.8
D0115,OncoCure,Neurology,Small Molecule,2005,Europe,02-2023,210,361.0,350.7,355.86,116.68,78,Tier 3,50,164114.24,25,0,9,High,75810.0,29.29
D0197,Immunexa,Neurology,Small Molecule,2003,LATAM,02-2023,214,101.28,103.97,65.1,148.43,78,Tier 1,49,51916.53,30,0,6,Low,21673.920000000002,23.65
D0047,OncoCure,Pulmonology,Small Molecule,2001,APAC,02-2023,206,419.36,306.27,318.12,54.83,72,Tier 2,43,111200.22,25,0,5,Low,86388.16,18.21
D0153,ArthroAid,Neurology,Biosimilar,2021,Europe,02-2023,218,294.49,421.13,459.98,190.27,47,Tier 2,51,52617.5,38,0,4,Low,64198.82,19.55
D0194,Neuroxin,Oncology,Small Molecule,2015,North America,02-2023,204,300.27,382.44,163.58,33.06,71,Tier 3,49,59338.34,21,0,3,High,61255.079999999994,32.59
D0010,OncoCure,Dermatology,Small Molecule,2017,APAC,02-2023,175,120.69,381.41,320.78,285.53,94,Tier 3,56,126080.84,30,0,11,High,21120.75,21.47
D0056,Dermasol,Rheumatology,Small Molecule,2004,Europe,02-2023,213,55.57,268.57,414.24,121.52,72,Tier 1,59,17758.37,29,0,6,Low,11836.41,60.17
D0030,OncoCure,Diabetes,Biosimilar,2021,North America,02-2023,182,243.07,447.56,265.67,157.76,47,Tier 2,45,194197.13,32,0,3,Low,44238.74,24.56
D0109,Neuroxin,Immunology,Biologic,2003,North America,02-2023,215,315.49,302.29,364.63,457.03,85,Tier 3,60,184547.9,46,2,7,High,67830.35,49.65
D0005,Pulmofix,Diabetes,Small Molecule,2012,LATAM,02-2023,199,65.62,460.41,169.28,261.35,53,Tier 2,63,82345.84,39,0,6,High,13058.380000000001,22.82
D0119,Dermasol,Diabetes,Biologic,2018,APAC,03-2023,198,476.26,282.33,166.91,149.13,73,Tier 2,53,107930.27,25,0,2,High,94299.48,20.54
D0033,OncoCure,Oncology,Biosimilar,2022,North America,03-2023,198,490.6,262.86,340.44,307.26,47,Tier 2,50,98562.69,32,0,4,Low,97138.8,18.1
D0118,Diabetrol,Diabetes,Biosimilar,2001,Europe,03-2023,196,281.82,126.73,358.6,116.8,90,Tier 3,41,177617.96,33,0,5,Mid,55236.72,26.31
D0065,Diabetrol,Rheumatology,Biosimilar,2012,North America,03-2023,197,476.03,281.5,469.76,55.71,81,Tier 2,53,140834.36,29,1,2,Mid,93777.90999999999,26.73
D0146,OncoCure,Pulmonology,Biosimilar,2010,North America,03-2023,198,106.13,87.48,127.92,30.04,46,Tier 3,39,62841.14,29,1,2,High,21013.739999999998,40.74
D0177,Pulmofix,Cardiology,Biologic,2021,LATAM,03-2023,195,32.2,437.45,244.74,476.73,52,Tier 1,46,94899.84,27,0,4,Mid,6279.000000000001,33.68
D0011,Immunexa,Neurology,Small Molecule,2003,LATAM,03-2023,225,38.92,344.43,140.25,367.81,93,Tier 1,58,91503.54,24,2,6,Low,8757.0,52.57
D0085,Neuroxin,Cardiology,Biosimilar,2021,Europe,03-2023,214,302.01,496.95,58.44,403.98,60,Tier 3,54,192273.68,33,0,4,Mid,64630.14,24.26
D0026,Diabetrol,Dermatology,Biosimilar,2019,LATAM,03-2023,224,49.59,64.21,213.55,490.84,86,Tier 2,65,43309.07,25,0,6,Mid,11108.16,28.72
D0063,Immunexa,Rheumatology,Biologic,2019,North America,03-2023,203,480.1,135.52,199.56,467.18,71,Tier 1,52,27019.5,37,1,8,Mid,97460.3,33.12
D0086,OncoCure,Rheumatology,Biologic,2014,North America,03-2023,189,88.13,441.04,149.81,373.72,50,Tier 1,53,177317.58,39,0,7,High,16656.57,16.13
D0059,ArthroAid,Immunology,Biosimilar,2003,LATAM,03-2023,198,166.27,209.72,162.56,353.11,97,Tier 3,51,180370.34,28,2,8,Low,32921.46,20.18
D0027,Immunexa,Rheumatology,Small Molecule,2008,North America,03-2023,201,414.81,243.83,193.0,181.69,53,Tier 3,56,175630.43,26,0,5,High,83376.81,29.39
D0177,Dermasol,Neurology,Small Molecule,2006,North America,03-2023,199,125.0,433.11,494.64,69.93,50,Tier 3,55,107085.61,29,0,1,Mid,24875.0,20.6
D0161,Cardiolax,Rheumatology,Biosimilar,2018,Europe,03-2023,198,136.62,270.48,395.82,295.39,41,Tier 3,67,135351.44,39,2,5,High,27050.760000000002,42.86
D0098,Diabetrol,Diabetes,Biologic,2018,LATAM,03-2023,192,328.31,112.87,54.27,296.6,73,Tier 3,49,117038.98,28,0,5,Low,63035.520000000004,27.51
D0105,OncoCure,Immunology,Biosimilar,2005,North America,03-2023,216,152.52,448.17,438.76,477.07,83,Tier 3,52,23195.09,30,0,7,Low,32944.32,18.62
D0099,ArthroAid,Neurology,Biosimilar,2005,LATAM,03-2023,192,124.37,34.91,323.99,232.43,86,Tier 3,47,123208.63,29,0,2,Low,23879.04,22.02
D0129,Neuroxin,Pulmonology,Biologic,2019,Europe,03-2023,207,142.01,449.79,447.49,351.59,56,Tier 2,52,12586.69,21,0,6,Low,29396.07,26.47
D0149,ArthroAid,Pulmonology,Biosimilar,2014,LATAM,03-2023,187,255.51,44.25,184.02,295.99,53,Tier 2,58,71747.61,40,1,6,Mid,47780.369999999995,54.36
D0055,Pulmofix,Pulmonology,Biosimilar,2014,North America,03-2023,208,483.73,339.61,242.97,104.84,64,Tier 2,52,187135.59,27,0,3,Mid,100615.84,20.27
D0006,Dermasol,Pulmonology,Biosimilar,2019,LATAM,03-2023,213,419.47,54.41,450.19,304.19,87,Tier 2,61,67768.6,33,0,5,Mid,89347.11,29.26
D0197,OncoCure,Diabetes,Biologic,2008,North America,03-2023,193,156.61,358.98,150.84,279.26,66,Tier 1,58,188567.06,19,0,7,Mid,30225.730000000003,21.71
D0095,Neuroxin,Rheumatology,Small Molecule,2003,North America,03-2023,208,194.42,36.31,459.44,257.07,47,Tier 2,38,57525.45,32,1,4,Mid,40439.36,18.18
D0133,Pulmofix,Cardiology,Small Molecule,2017,North America,03-2023,212,242.97,424.38,417.68,266.44,95,Tier 1,54,69766.83,21,0,3,High,51509.64,22.94
D0102,Pulmofix,Neurology,Biologic,2017,Europe,03-2023,213,489.89,243.65,490.67,98.71,56,Tier 1,48,129397.42,27,0,2,Low,104346.56999999999,19.09
D0003,OncoCure,Diabetes,Small Molecule,2004,LATAM,03-2023,176,102.75,64.86,175.64,242.47,44,Tier 1,47,154709.12,26,0,4,Mid,18084.0,33.46
D0181,Dermasol,Pulmonology,Biosimilar,2019,Europe,03-2023,174,191.59,359.27,133.16,310.71,51,Tier 3,55,105263.68,37,0,8,Low,33336.66,35.29
D0023,Immunexa,Dermatology,Small Molecule,2022,LATAM,03-2023,185,370.12,254.86,178.82,254.94,77,Tier 1,56,177601.98,32,0,9,Low,68472.2,41.67
D0053,Immunexa,Rheumatology,Biosimilar,2010,Europe,03-2023,223,482.69,111.66,478.23,254.57,57,Tier 1,52,17645.68,29,0,11,Mid,107639.87,43.81
D0165,Pulmofix,Cardiology,Small Molecule,2004,APAC,03-2023,201,94.72,27.52,179.88,57.21,65,Tier 1,56,185217.02,32,0,4,Mid,19038.72,16.81
D0083,Immunexa,Dermatology,Biologic,2021,North America,04-2023,210,129.14,220.64,291.3,111.57,70,Tier 3,44,47298.48,22,0,8,Low,27119.399999999998,23.13
D0145,Cardiolax,Immunology,Small Molecule,2003,North America,04-2023,206,128.33,61.1,213.77,174.07,76,Tier 2,41,178005.36,39,0,2,Low,26435.980000000003,26.79
D0085,Pulmofix,Dermatology,Small Molecule,2011,Europe,04-2023,203,30.05,65.2,210.19,221.29,45,Tier 2,49,86164.0,29,2,2,Low,6100.150000000001,25.37
D0078,Pulmofix,Immunology,Small Molecule,2001,APAC,04-2023,205,309.98,148.32,112.82,305.09,80,Tier 1,49,168223.84,34,0,8,High,63545.9,32.33
D0110,Neuroxin,Immunology,Biologic,2012,North America,04-2023,220,341.94,322.62,277.8,434.41,54,Tier 1,51,137616.45,20,0,3,High,75226.8,32.93
D0001,Immunexa,Pulmonology,Small Molecule,2009,LATAM,04-2023,175,309.21,274.36,427.71,96.4,81,Tier 2,43,43428.91,33,0,6,Low,54111.75,22.61
D0051,Dermasol,Immunology,Biologic,2008,Europe,04-2023,206,54.24,53.11,43.75,27.24,88,Tier 2,53,184429.04,45,1,6,High,11173.44,21.19
D0173,Pulmofix,Oncology,Biosimilar,2009,North America,04-2023,191,53.23,484.85,446.83,235.63,65,Tier 2,50,56648.3,32,0,6,Low,10166.93,16.51
D0004,ArthroAid,Neurology,Small Molecule,2006,North America,04-2023,203,120.99,445.84,339.43,227.41,90,Tier 2,57,56386.62,23,0,4,Low,24560.969999999998,25.63
D0190,Dermasol,Neurology,Biologic,2003,Europe,04-2023,192,159.34,144.43,316.03,284.91,51,Tier 1,41,164693.99,28,0,2,Mid,30593.28,33.63
D0193,Cardiolax,Pulmonology,Biologic,2018,Europe,04-2023,191,397.54,78.72,320.43,419.95,80,Tier 1,57,30115.92,31,1,4,Low,75930.14,16.68
D0113,Neuroxin,Oncology,Small Molecule,2009,LATAM,04-2023,174,96.51,472.35,162.21,405.13,86,Tier 1,40,52186.82,24,0,7,Mid,16792.74,15.7
D0032,OncoCure,Dermatology,Biosimilar,2002,LATAM,04-2023,200,41.16,241.35,219.27,68.02,53,Tier 2,44,105698.74,29,0,5,Mid,8232.0,43.2
D0034,Dermasol,Diabetes,Biologic,2020,North America,04-2023,204,209.11,169.36,403.66,468.32,40,Tier 3,58,167790.64,33,0,5,Low,42658.44,29.1
D0092,Pulmofix,Dermatology,Small Molecule,2018,North America,04-2023,182,219.87,255.37,167.06,73.0,56,Tier 2,49,38021.96,22,0,5,High,40016.340000000004,52.15
D0095,Cardiolax,Rheumatology,Biosimilar,2020,Europe,04-2023,190,236.44,390.92,245.61,324.59,72,Tier 2,52,114056.96,26,0,4,Low,44923.6,26.5
D0072,Diabetrol,Diabetes,Biologic,2001,North America,04-2023,215,416.91,100.82,29.42,342.76,94,Tier 3,45,145135.71,24,0,4,Low,89635.65000000001,28.82
D0039,Cardiolax,Immunology,Biologic,2019,North America,04-2023,214,67.04,388.4,372.11,346.34,68,Tier 3,52,173513.09,31,0,2,High,14346.560000000001,18.03
D0154,Cardiolax,Cardiology,Biosimilar,2009,Europe,04-2023,179,357.89,379.73,220.5,147.37,92,Tier 2,55,187757.46,36,0,4,Mid,64062.31,27.41
D0162,Neuroxin,Diabetes,Biosimilar,2001,North America,04-2023,206,182.21,278.89,272.17,178.57,93,Tier 3,49,159081.58,28,0,3,High,37535.26,18.64
D0182,OncoCure,Cardiology,Small Molecule,2001,North America,04-2023,196,168.79,435.6,75.05,283.36,84,Tier 3,46,134037.4,30,1,5,Low,33082.84,19.23
D0118,Diabetrol,Neurology,Small Molecule,2016,APAC,04-2023,192,467.62,83.43,496.02,115.8,70,Tier 3,49,92387.82,37,0,3,Low,89783.04000000001,20.8
D0003,Immunexa,Cardiology,Biologic,2015,LATAM,04-2023,199,139.26,305.83,165.18,29.75,47,Tier 2,41,31300.93,25,0,6,High,27712.739999999998,20.0
D0123,Immunexa,Neurology,Biosimilar,2015,Europe,04-2023,185,328.42,235.68,324.8,289.83,69,Tier 2,53,144850.07,32,0,8,High,60757.700000000004,26.17
D0050,Dermasol,Oncology,Biosimilar,2013,APAC,04-2023,189,152.06,222.7,298.99,243.33,52,Tier 3,40,198620.09,35,0,5,High,28739.34,18.6
D0012,Cardiolax,Oncology,Biosimilar,2006,LATAM,04-2023,180,263.43,141.23,396.84,335.23,55,Tier 1,41,149984.51,29,0,6,Mid,47417.4,19.54
D0193,ArthroAid,Pulmonology,Biologic,2020,LATAM,04-2023,211,397.42,198.69,161.04,90.42,41,Tier 3,47,13175.11,30,0,2,High,83855.62000000001,54.38
D0054,Neuroxin,Pulmonology,Biosimilar,2010,LATAM,04-2023,220,443.23,71.91,382.85,423.64,84,Tier 3,48,104289.4,27,0,7,Low,97510.6,27.26
D0133,ArthroAid,Immunology,Biosimilar,2000,APAC,04-2023,188,422.57,140.77,203.6,90.19,57,Tier 2,56,126782.86,26,0,4,High,79443.16,41.14
D0057,Neuroxin,Diabetes,Biologic,2010,APAC,04-2023,190,299.45,150.54,217.36,447.84,74,Tier 1,51,141038.1,30,0,7,Low,56895.5,58.1
D0145,Immunexa,Immunology,Small Molecule,2022,LATAM,05-2023,206,139.43,365.92,342.9,235.77,84,Tier 3,48,146747.91,34,0,3,Mid,28722.58,23.62
D0112,Dermasol,Neurology,Small Molecule,2020,North America,05-2023,176,337.39,43.3,396.46,283.91,58,Tier 1,49,116040.6,25,0,7,Mid,59380.64,31.15
D0047,Dermasol,Immunology,Biologic,2003,North America,05-2023,191,360.75,332.57,340.1,450.36,52,Tier 2,61,52438.46,30,0,5,High,68903.25,22.52
D0151,Dermasol,Cardiology,Biosimilar,2006,APAC,05-2023,197,25.13,126.28,451.94,163.96,90,Tier 1,47,189018.13,25,0,4,Low,4950.61,42.18
D0085,Diabetrol,Neurology,Biologic,2014,APAC,05-2023,197,230.82,59.29,156.88,107.28,43,Tier 2,48,142366.63,27,0,7,Mid,45471.54,21.0
D0142,OncoCure,Pulmonology,Small Molecule,2017,APAC,05-2023,222,424.77,164.39,452.3,233.96,58,Tier 3,47,54999.61,45,0,5,High,94298.94,22.27
D0066,Diabetrol,Oncology,Small Molecule,2011,LATAM,05-2023,174,255.0,127.75,82.81,137.3,89,Tier 2,46,71241.15,48,0,6,Mid,44370.0,20.35
D0075,Pulmofix,Pulmonology,Biologic,2016,North America,05-2023,212,169.46,284.98,336.57,273.37,64,Tier 1,67,185166.26,25,0,7,High,35925.520000000004,35.16
D0179,Pulmofix,Diabetes,Biologic,2000,APAC,05-2023,179,438.46,191.54,282.86,152.12,77,Tier 1,61,178622.19,31,0,6,Low,78484.34,20.84
D0103,ArthroAid,Neurology,Small Molecule,2010,APAC,05-2023,202,94.82,483.68,257.43,434.95,90,Tier 1,43,86977.82,25,0,8,High,19153.64,27.94
D0166,OncoCure,Neurology,Biologic,2000,Europe,05-2023,189,119.09,482.5,169.24,311.52,96,Tier 3,54,17278.37,21,0,4,Low,22508.010000000002,48.09
D0192,Immunexa,Cardiology,Small Molecule,2014,LATAM,05-2023,202,349.94,232.98,261.79,20.12,70,Tier 1,44,19214.5,24,0,7,Mid,70687.88,23.3
D0038,OncoCure,Diabetes,Biologic,2020,Europe,05-2023,193,189.17,401.64,97.65,406.63,75,Tier 1,46,63944.48,38,0,5,Low,36509.81,27.65
D0050,Neuroxin,Oncology,Biologic,2009,North America,05-2023,174,362.25,26.37,197.27,178.5,43,Tier 1,50,129533.22,31,0,5,Low,63031.5,15.09
D0098,Pulmofix,Dermatology,Biologic,2006,Europe,05-2023,191,95.7,282.95,67.37,173.7,95,Tier 2,60,120996.98,20,0,5,Mid,18278.7,25.5
D0082,Cardiolax,Neurology,Small Molecule,2001,Europe,05-2023,194,141.09,376.78,294.49,203.87,78,Tier 1,55,130427.28,28,0,4,Low,27371.46,16.61
D0030,Cardiolax,Neurology,Biologic,2009,Europe,05-2023,208,95.19,124.13,65.97,322.53,46,Tier 2,69,146283.76,27,0,2,Low,19799.52,37.48
D0079,Immunexa,Cardiology,Small Molecule,2003,LATAM,05-2023,212,477.4,49.36,96.97,232.19,97,Tier 1,52,13616.13,35,0,5,High,101208.79999999999,34.19
D0091,Neuroxin,Immunology,Small Molecule,2011,North America,05-2023,204,214.59,94.84,61.02,321.75,94,Tier 2,54,29966.26,35,0,7,Low,43776.36,30.18
D0179,ArthroAid,Rheumatology,Biologic,2018,Europe,05-2023,215,181.87,232.09,203.03,90.45,97,Tier 2,49,78301.86,36,0,4,High,39102.05,51.19
D0191,Diabetrol,Oncology,Biologic,2010,LATAM,05-2023,199,26.82,263.06,424.14,485.68,55,Tier 3,58,39423.4,26,0,6,Low,5337.18,17.17
D0052,Neuroxin,Pulmonology,Small Molecule,2007,North America,05-2023,184,93.64,202.82,455.31,370.21,98,Tier 3,50,24310.81,25,0,4,Mid,17229.76,30.77
D0166,Cardiolax,Diabetes,Small Molecule,2017,APAC,05-2023,198,222.15,231.19,54.51,140.1,87,Tier 2,52,131783.24,24,1,3,Low,43985.700000000004,21.85
D0079,Cardiolax,Neurology,Biosimilar,2010,Europe,05-2023,226,52.88,245.71,324.58,367.6,44,Tier 2,64,164913.93,31,0,2,Low,11950.880000000001,19.17
D0030,ArthroAid,Neurology,Small Molecule,2010,North America,05-2023,196,265.15,389.33,348.51,296.01,86,Tier 3,53,152999.06,30,0,3,Low,51969.399999999994,23.5
D0106,Pulmofix,Pulmonology,Biosimilar,2012,Europe,05-2023,225,238.41,70.52,276.21,72.41,62,Tier 2,47,165237.56,23,0,5,High,53642.25,56.82
D0051,Neuroxin,Oncology,Biosimilar,2002,APAC,05-2023,193,388.24,389.1,340.15,105.53,75,Tier 3,60,136512.74,17,0,11,Mid,74930.32,28.81
D0081,Neuroxin,Rheumatology,Biosimilar,2011,North America,05-2023,196,336.71,350.54,132.17,39.83,71,Tier 3,56,149715.61,19,0,4,Mid,65995.15999999999,24.78
D0133,Cardiolax,Immunology,Biologic,2002,LATAM,05-2023,211,234.05,376.0,255.03,408.43,63,Tier 1,50,61637.97,25,0,6,Low,49384.55,42.63
D0029,Diabetrol,Neurology,Biologic,2009,North America,05-2023,168,127.84,372.54,207.62,284.82,64,Tier 1,46,198671.53,33,2,8,Low,21477.12,41.9
D0132,Immunexa,Rheumatology,Small Molecule,2016,LATAM,05-2023,198,368.89,245.88,63.06,172.04,84,Tier 3,55,44801.47,28,0,8,High,73040.22,42.04
